cnae,id,descricao,divisao,status,anexos,fatorR,motivo,origem
3329-5/99,3329599,Instalação de outros equipamentos não especificados anteriormente,33,OPTANTE,II,NAO,Indústria — Anexo II,regra
3511-5/01,3511501,Geração de energia elétrica,35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3511-5/02,3511502,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3512-3/00,3512300,Transmissão de energia elétrica,35,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
3513-1/00,3513100,Comércio atacadista de energia elétrica,35,VEDADO,,NAO,Curadoria: vedação art.17,curadoria
3514-0/00,3514000,Distribuição de energia elétrica,35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3520-4/01,3520401,Produção de gás; processamento de gás natural,35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3520-4/02,3520402,Distribuição de combustíveis gasosos por redes urbanas,35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3530-1/00,3530100,"Produção e distribuição de vapor, água quente e ar condicionado",35,VEDADO,,NAO,Energia/gás — verificar vedação (ex: 3513-1/00 vedado),regra
3600-6/01,3600601,"Captação, tratamento e distribuição de água",36,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3600-6/02,3600602,Distribuição de água por caminhões,36,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3701-1/00,3701100,Gestão de redes de esgoto,37,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3702-9/00,3702900,"Atividades relacionadas a esgoto, exceto a gestão de redes",37,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3811-4/00,3811400,Coleta de resíduos não perigosos,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3812-2/00,3812200,Coleta de resíduos perigosos,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3821-1/00,3821100,Tratamento e disposição de resíduos não perigosos,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3822-0/00,3822000,Tratamento e disposição de resíduos perigosos,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3831-9/01,3831901,Recuperação de sucatas de alumínio,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3831-9/99,3831999,"Recuperação de materiais metálicos, exceto alumínio",38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3832-7/00,3832700,Recuperação de materiais plásticos,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3839-4/01,3839401,Usinas de compostagem,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3839-4/99,3839499,Recuperação de materiais não especificados anteriormente,38,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
3900-5/00,3900500,Descontaminação e outros serviços de gestão de resíduos,39,OPTANTE,III,NAO,Saneamento/resíduos — Anexo III,regra
4110-7/00,4110700,Incorporação de empreendimentos imobiliários,41,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4120-4/00,4120400,Construção de edifícios,41,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4211-1/01,4211101,Construção de rodovias e ferrovias,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4211-1/02,4211102,Pintura para sinalização em pistas rodoviárias e aeroportos,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4212-0/00,4212000,Construção de obras de arte especiais,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4213-8/00,4213800,"Obras de urbanização - ruas, praças e calçadas",42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4221-9/01,4221901,Construção de barragens e represas para geração de energia \nelétrica,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4221-9/02,4221902,Construção de estações e redes de distribuição de energia elétrica,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4221-9/03,4221903,Manutenção de redes de distribuição de energia elétrica,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4221-9/04,4221904,Construção de estações e redes de telecomunicações,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4221-9/05,4221905,Manutenção de estações e redes de telecomunicações,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4222-7/01,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4222-7/02,4222702,Obras de irrigação,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4223-5/00,4223500,"Construção de redes de transportes por dutos, exceto para água e esgoto",42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4291-0/00,4291000,"Obras portuárias, marítimas e fluviais",42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4292-8/01,4292801,Montagem de estruturas metálicas,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4292-8/02,4292802,Obras de montagem industrial,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4299-5/01,4299501,Construção de instalações esportivas e recreativas,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4299-5/99,4299599,Outras obras de engenharia civil não especificadas anteriormente,42,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4311-8/01,4311801,Demolição de edifícios e outras estruturas,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4311-8/02,4311802,Preparação de canteiro e limpeza de terreno,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4312-6/00,4312600,Perfurações e sondagens,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4313-4/00,4313400,Obras de terraplenagem,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4319-3/00,4319300,Serviços de preparação do terreno não especificados anteriormente,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4321-5/00,4321500,Instalação e manutenção elétrica,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4322-3/01,4322301,"Instalações hidráulicas, sanitárias e de gás",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4322-3/02,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4322-3/03,4322303,Instalações de sistema de prevenção contra incêndio,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/01,4329101,Instalação de painéis publicitários,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/02,4329102,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/03,4329103,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/04,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/05,4329105,"Tratamentos térmicos, acústicos ou de vibração",43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4329-1/99,4329199,Outras obras de instalações em construções não especificadas anteriormente,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4330-4/01,4330401,Impermeabilização em obras de engenharia civil,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4330-4/02,4330402,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4330-4/03,4330403,Obras de acabamento em gesso e estuque,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4330-4/04,4330404,Serviços de pintura de edifícios em geral,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4330-4/05,4330405,Aplicação de revestimentos e de resinas em interiores e exteriores,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4330-4/99,4330499,Outras obras de acabamento da construção,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4391-6/00,4391600,Obras de fundações,43,OPTANTE,IV,NAO,Construção — Anexo IV (CPP fora do DAS),regra
4399-1/01,4399101,Administração de obras,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4399-1/02,4399102,Montagem e desmontagem de andaimes e outras estruturas temporárias,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4399-1/03,4399103,Obras de alvenaria,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4399-1/04,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4399-1/05,4399105,Perfuração e construção de poços de água,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4399-1/99,4399199,Serviços especializados para construção não especificados anteriormente,43,OPTANTE,III,NAO,Obras de acabamento/serviços — Anexo III,regra
4511-1/01,4511101,"Comércio a varejo de automóveis, camionetas e utilitários novos",45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4511-1/02,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados",45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4511-1/03,4511103,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4511-1/04,4511104,Comércio por atacado de caminhões novos e usados,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4511-1/05,4511105,Comércio por atacado de reboques e semireboques novos e usados,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4511-1/06,4511106,Comércio por atacado de ônibus e micro-ônibus novos e usados,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4512-9/01,4512901,Representantes comerciais e agentes do comércio de veículos automotores,45,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4512-9/02,4512902,Comércio sob consignação de veículos automotores,45,AMBIGUO,V,SIM,"Representação/intermediação — Anexo V, pode ir ao III com Fator R",regra
4520-0/01,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/02,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/03,4520003,Serviços de manutenção e reparação elétrica de veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/04,4520004,Serviços de alinhamento e balanceamento de veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/05,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores",45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/06,4520006,Serviços de borracharia para veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/07,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4520-0/08,4520008,Serviços de capotaria,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4530-7/01,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4530-7/02,4530702,Comércio por atacado de pneumáticos e câmaras-de-ar,45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4530-7/03,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4530-7/04,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores,45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4530-7/05,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar,45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
4530-7/06,4530706,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,45,AMBIGUO,V,SIM,Curadoria tabela 2026,curadoria
4541-2/01,4541201,Comércio por atacado de motocicletas e motonetas,45,OPTANTE,I,NAO,Comércio — Anexo I,regra
4541-2/02,4541202,Comércio por atacado de peças e acessórios para motocicletas e motonetas,45,OPTANTE,I,NAO,Curadoria tabela 2026,curadoria
